Airport_Code,Airport_Name,Late_Aircraft,Delays_NAS,Delays_Security,Delays_Weather,Flights_Cancelled,Flights_Delayed,Flights_Diverted,Flights_OnTime
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1464,860,3,88,205,3332,75,19496
DTW,"Detroit, MI: Detroit Metro Wayne County",922,809,2,69,259,2567,9,11432
EWR,"Newark, NJ: Newark Liberty International",446,1121,4,51,95,1913,32,7944
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",355,261,2,31,19,981,9,3839
IAD,"Washington, DC: Washington Dulles International",457,299,1,45,134,1087,38,5776
IAH,"Houston, TX: George Bush Intercontinental/Houston",641,790,12,64,46,1999,30,13939
JFK,"New York, NY: John F. Kennedy International",515,853,6,50,130,1945,18,7734
LAS,"Las Vegas, NV: McCarran International",935,317,8,35,58,1847,9,10673
LAX,"Los Angeles, CA: Los Angeles International",1188,750,6,56,142,2812,11,14863
LGA,"New York, NY: LaGuardia",473,922,5,59,234,1836,40,6840
MCO,"Orlando, FL: Orlando International",660,524,6,41,45,1849,24,8456
MDW,"Chicago, IL: Chicago Midway International",597,232,5,66,18,1195,6,6154
MIA,"Miami, FL: Miami International",429,422,1,47,100,1275,18,4391
MSP,"Minneapolis, MN: Minneapolis-St Paul International",732,585,3,51,227,2042,44,9467
ORD,"Chicago, IL: Chicago O'Hare International",1784,1796,5,133,386,4666,88,22682
PDX,"Portland, OR: Portland International",318,115,2,12,24,685,3,4207
PHL,"Philadelphia, PA: Philadelphia International",408,483,3,45,45,1300,20,6443
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",776,431,6,46,106,1813,30,13315
SAN,"San Diego, CA: San Diego International",462,172,4,20,25,995,4,5967
SEA,"Seattle, WA: Seattle/Tacoma International",463,279,10,33,27,1255,8,8183
SFO,"San Francisco, CA: San Francisco International",1198,1785,4,52,178,3539,24,8816
SLC,"Salt Lake City, UT: Salt Lake City International",717,417,4,20,73,1642,45,9611
TPA,"Tampa, FL: Tampa International",387,266,1,31,22,1031,9,4497
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1679,1843,4,98,270,4713,44,29239
BOS,"Boston, MA: Logan International",404,848,1,61,144,1708,6,7559
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",421,271,2,20,54,990,6,7724
CLT,"Charlotte, NC: Charlotte Douglas International",353,630,2,35,66,1359,10,9322
DCA,"Washington, DC: Ronald Reagan Washington National",235,300,0,38,103,804,8,5383
DEN,"Denver, CO: Denver International",786,532,8,49,99,1874,5,17839
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1181,933,6,169,286,2913,114,18622
DTW,"Detroit, MI: Detroit Metro Wayne County",658,895,2,61,159,2181,9,11193
EWR,"Newark, NJ: Newark Liberty International",249,1102,1,31,160,1623,75,7083
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",209,236,0,17,26,655,12,3614
IAD,"Washington, DC: Washington Dulles International",319,259,1,22,65,839,24,5554
IAH,"Houston, TX: George Bush Intercontinental/Houston",431,849,3,71,78,1675,57,12506
JFK,"New York, NY: John F. Kennedy International",332,994,1,35,237,1707,75,6840
LAS,"Las Vegas, NV: McCarran International",621,431,3,28,38,1500,6,10656
LAX,"Los Angeles, CA: Los Angeles International",833,722,2,60,108,2235,23,13935
LGA,"New York, NY: LaGuardia",325,966,0,57,245,1673,46,6781
MCO,"Orlando, FL: Orlando International",412,351,2,28,37,1153,21,7613
MDW,"Chicago, IL: Chicago Midway International",371,216,1,19,21,821,2,6085
MIA,"Miami, FL: Miami International",244,381,2,24,48,896,13,4413
MSP,"Minneapolis, MN: Minneapolis-St Paul International",467,634,0,44,123,1616,5,8930
ORD,"Chicago, IL: Chicago O'Hare International",1197,1152,7,86,251,3117,42,22929
PDX,"Portland, OR: Portland International",204,168,0,11,8,557,4,3927
PHL,"Philadelphia, PA: Philadelphia International",256,557,2,48,65,1120,8,6159
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",568,537,4,22,65,1544,5,12951
SAN,"San Diego, CA: San Diego International",292,243,1,29,22,820,8,5412
SEA,"Seattle, WA: Seattle/Tacoma International",299,456,1,22,17,1132,6,7341
SFO,"San Francisco, CA: San Francisco International",631,1532,3,43,208,2595,24,8848
SLC,"Salt Lake City, UT: Salt Lake City International",547,655,2,20,50,1578,5,8449
TPA,"Tampa, FL: Tampa International",234,193,1,22,18,664,2,4293
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2055,1848,2,121,491,5161,53,29789
BOS,"Boston, MA: Logan International",500,924,2,35,131,1897,9,7725
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",689,264,6,14,23,1392,6,7669
CLT,"Charlotte, NC: Charlotte Douglas International",426,648,3,21,66,1447,4,9867
DCA,"Washington, DC: Ronald Reagan Washington National",276,272,4,32,82,863,7,5641
DEN,"Denver, CO: Denver International",1116,661,4,58,154,2455,11,17802
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",808,602,7,84,193,2077,101,20167
DTW,"Detroit, MI: Detroit Metro Wayne County",726,689,1,51,191,2042,10,12193
EWR,"Newark, NJ: Newark Liberty International",306,1905,1,39,125,2457,38,7094
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",279,188,4,9,12,791,9,3813
IAD,"Washington, DC: Washington Dulles International",332,243,1,12,67,809,7,5993
IAH,"Houston, TX: George Bush Intercontinental/Houston",331,546,3,15,20,1275,6,13868
JFK,"New York, NY: John F. Kennedy International",437,978,3,22,117,1871,28,6980
LAS,"Las Vegas, NV: McCarran International",993,651,6,33,41,2254,13,10361
LAX,"Los Angeles, CA: Los Angeles International",1213,902,2,35,140,2907,15,13812
LGA,"New York, NY: LaGuardia",348,1426,0,42,239,2147,28,6807
MCO,"Orlando, FL: Orlando International",533,374,4,9,33,1457,6,8066
MDW,"Chicago, IL: Chicago Midway International",662,269,11,18,34,1361,19,5762
MIA,"Miami, FL: Miami International",197,223,0,13,22,671,2,4831
MSP,"Minneapolis, MN: Minneapolis-St Paul International",503,622,0,51,173,1605,16,9213
ORD,"Chicago, IL: Chicago O'Hare International",1095,1376,5,84,459,3216,35,23396
PDX,"Portland, OR: Portland International",303,143,3,9,25,643,9,3758
PHL,"Philadelphia, PA: Philadelphia International",355,716,3,53,74,1433,5,6078
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",990,1012,11,53,125,2691,61,12398
SAN,"San Diego, CA: San Diego International",485,284,4,21,46,1169,25,5281
SEA,"Seattle, WA: Seattle/Tacoma International",341,395,7,16,31,1087,11,7272
SFO,"San Francisco, CA: San Francisco International",870,1553,3,63,185,2901,14,8934
SLC,"Salt Lake City, UT: Salt Lake City International",631,420,2,23,59,1436,3,8397
TPA,"Tampa, FL: Tampa International",305,167,1,9,10,777,2,4544
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1917,2228,4,95,328,5411,57,28054
BOS,"Boston, MA: Logan International",457,886,3,27,99,1785,2,7672
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",553,266,3,10,33,1191,7,7216
CLT,"Charlotte, NC: Charlotte Douglas International",392,620,4,10,57,1366,2,9726
DCA,"Washington, DC: Ronald Reagan Washington National",232,319,2,17,63,827,3,6109
DEN,"Denver, CO: Denver International",1189,850,4,57,121,2698,19,16310
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1057,1010,2,119,111,2799,55,18652
DTW,"Detroit, MI: Detroit Metro Wayne County",603,638,4,48,121,1787,10,11129
EWR,"Newark, NJ: Newark Liberty International",306,1459,5,27,95,2030,9,7370
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",279,292,3,6,11,888,2,4216
IAD,"Washington, DC: Washington Dulles International",238,159,0,8,44,622,6,5584
IAH,"Houston, TX: George Bush Intercontinental/Houston",491,1090,7,31,15,1992,15,12535
JFK,"New York, NY: John F. Kennedy International",348,526,4,26,66,1282,17,7451
LAS,"Las Vegas, NV: McCarran International",870,527,6,19,40,1946,13,9731
LAX,"Los Angeles, CA: Los Angeles International",986,948,8,34,119,2682,30,13101
LGA,"New York, NY: LaGuardia",355,1008,0,37,116,1697,9,6537
MCO,"Orlando, FL: Orlando International",503,432,2,11,16,1368,8,8495
MDW,"Chicago, IL: Chicago Midway International",500,232,5,27,30,1089,31,5769
MIA,"Miami, FL: Miami International",197,348,1,14,23,831,11,4974
MSP,"Minneapolis, MN: Minneapolis-St Paul International",645,661,1,47,166,1807,29,8342
ORD,"Chicago, IL: Chicago O'Hare International",1031,1660,2,84,252,3384,22,20880
PDX,"Portland, OR: Portland International",348,227,2,13,24,806,4,3277
PHL,"Philadelphia, PA: Philadelphia International",281,459,2,27,46,1047,7,6120
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",876,852,8,29,90,2389,12,12309
SAN,"San Diego, CA: San Diego International",449,319,2,18,54,1136,45,4914
SEA,"Seattle, WA: Seattle/Tacoma International",425,574,4,43,42,1440,13,6238
SFO,"San Francisco, CA: San Francisco International",736,1115,3,37,125,2285,20,8966
SLC,"Salt Lake City, UT: Salt Lake City International",835,811,3,45,162,2106,27,7561
TPA,"Tampa, FL: Tampa International",333,232,5,11,11,879,6,4708
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2921,2190,7,262,1589,6986,13,25852
BOS,"Boston, MA: Logan International",760,941,7,85,678,2483,6,6262
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",857,462,19,56,275,1956,23,6303
CLT,"Charlotte, NC: Charlotte Douglas International",750,818,6,52,272,2163,8,8689
DCA,"Washington, DC: Ronald Reagan Washington National",351,535,2,61,461,1379,25,5203
DEN,"Denver, CO: Denver International",1953,952,12,97,346,3975,15,15512
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1176,597,4,151,309,2652,26,19166
DTW,"Detroit, MI: Detroit Metro Wayne County",1330,1195,3,106,656,3561,23,8906
EWR,"Newark, NJ: Newark Liberty International",625,1870,8,77,993,3017,37,5623
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",496,374,4,51,218,1482,5,4107
IAD,"Washington, DC: Washington Dulles International",522,373,1,49,231,1333,8,4993
IAH,"Houston, TX: George Bush Intercontinental/Houston",1021,863,16,118,169,2735,26,12889
JFK,"New York, NY: John F. Kennedy International",658,1059,7,66,1038,2401,25,6026
LAS,"Las Vegas, NV: McCarran International",1531,675,13,87,151,3193,8,8566
LAX,"Los Angeles, CA: Los Angeles International",1908,1470,22,112,310,4632,21,11693
LGA,"New York, NY: LaGuardia",477,1041,2,68,874,2065,39,5571
MCO,"Orlando, FL: Orlando International",893,529,9,63,258,2312,12,8023
MDW,"Chicago, IL: Chicago Midway International",875,353,17,80,370,1879,65,4788
MIA,"Miami, FL: Miami International",377,350,5,88,157,1267,9,5287
MSP,"Minneapolis, MN: Minneapolis-St Paul International",1068,1088,2,106,614,3035,34,6498
ORD,"Chicago, IL: Chicago O'Hare International",1964,2955,6,202,1553,6026,60,17231
PDX,"Portland, OR: Portland International",520,279,6,24,45,1141,8,3080
PHL,"Philadelphia, PA: Philadelphia International",463,600,7,68,360,1570,30,5518
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1426,801,11,66,232,3210,16,12100
SAN,"San Diego, CA: San Diego International",830,475,2,74,119,1941,67,4245
SEA,"Seattle, WA: Seattle/Tacoma International",630,634,5,47,82,1902,5,6053
SFO,"San Francisco, CA: San Francisco International",1375,2613,4,114,471,4703,78,6540
SLC,"Salt Lake City, UT: Salt Lake City International",1352,945,8,93,368,3114,63,6941
TPA,"Tampa, FL: Tampa International",492,211,10,50,148,1227,3,4708
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1971,2083,4,142,2792,5391,18,23812
BOS,"Boston, MA: Logan International",667,686,7,73,904,1965,11,6120
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",743,370,4,55,362,1599,17,6113
CLT,"Charlotte, NC: Charlotte Douglas International",550,728,4,60,741,1772,22,8438
DCA,"Washington, DC: Ronald Reagan Washington National",314,348,4,38,550,1038,22,5173
DEN,"Denver, CO: Denver International",1491,1065,18,69,296,3545,8,15434
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1168,867,2,148,603,2891,20,18403
DTW,"Detroit, MI: Detroit Metro Wayne County",554,413,1,50,280,1427,7,5361
EWR,"Newark, NJ: Newark Liberty International",404,1071,2,59,882,1857,15,5949
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",454,461,8,57,222,1441,12,4190
IAD,"Washington, DC: Washington Dulles International",401,254,1,24,334,966,13,4856
IAH,"Houston, TX: George Bush Intercontinental/Houston",611,1416,12,82,154,2658,9,11826
JFK,"New York, NY: John F. Kennedy International",583,624,4,34,516,1683,10,5429
LAS,"Las Vegas, NV: McCarran International",979,446,13,64,127,2161,8,9651
LAX,"Los Angeles, CA: Los Angeles International",1121,975,20,76,318,3049,19,13010
LGA,"New York, NY: LaGuardia",414,746,1,67,902,1618,34,5728
MCO,"Orlando, FL: Orlando International",755,710,17,68,277,2218,13,7922
MDW,"Chicago, IL: Chicago Midway International",700,303,16,45,135,1446,5,4948
MIA,"Miami, FL: Miami International",384,466,1,85,232,1357,31,5158
MSP,"Minneapolis, MN: Minneapolis-St Paul International",742,805,4,63,203,2109,12,5693
ORD,"Chicago, IL: Chicago O'Hare International",1901,2423,6,145,1009,5260,11,17586
PDX,"Portland, OR: Portland International",346,270,3,23,45,915,8,3199
PHL,"Philadelphia, PA: Philadelphia International",427,673,2,68,469,1505,48,5042
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",992,612,20,47,198,2412,12,12877
SAN,"San Diego, CA: San Diego International",527,223,10,33,82,1230,5,4977
SEA,"Seattle, WA: Seattle/Tacoma International",449,690,7,44,66,1683,25,5809
SFO,"San Francisco, CA: San Francisco International",915,1335,7,79,389,2811,33,8253
SLC,"Salt Lake City, UT: Salt Lake City International",799,539,5,57,182,1942,41,8009
TPA,"Tampa, FL: Tampa International",423,339,19,51,160,1204,18,4426
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1788,2008,5,131,881,4979,68,23106
BOS,"Boston, MA: Logan International",589,463,1,41,654,1511,7,6183
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",493,293,6,43,250,1149,5,6003
CLT,"Charlotte, NC: Charlotte Douglas International",472,723,3,48,245,1622,15,8101
DCA,"Washington, DC: Ronald Reagan Washington National",272,314,2,46,373,910,20,4796
DEN,"Denver, CO: Denver International",1496,1288,4,88,480,3687,7,13581
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1628,1358,6,197,1650,3937,41,14343
DTW,"Detroit, MI: Detroit Metro Wayne County",443,339,3,32,376,1174,9,4779
EWR,"Newark, NJ: Newark Liberty International",447,934,4,67,730,1765,12,5711
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",349,309,4,35,154,1030,5,4271
IAD,"Washington, DC: Washington Dulles International",434,296,0,32,279,1044,4,4758
IAH,"Houston, TX: George Bush Intercontinental/Houston",676,990,2,98,906,2249,28,10059
JFK,"New York, NY: John F. Kennedy International",468,657,3,24,326,1493,15,5158
LAS,"Las Vegas, NV: McCarran International",988,802,6,53,176,2484,11,8304
LAX,"Los Angeles, CA: Los Angeles International",1191,1514,7,85,318,3568,30,11040
LGA,"New York, NY: LaGuardia",382,907,1,90,665,1725,17,5244
MCO,"Orlando, FL: Orlando International",657,601,10,60,248,1909,5,7466
MDW,"Chicago, IL: Chicago Midway International",505,256,9,26,439,1051,18,4414
MIA,"Miami, FL: Miami International",361,288,4,68,173,1081,9,4891
MSP,"Minneapolis, MN: Minneapolis-St Paul International",472,544,1,53,482,1475,10,5297
ORD,"Chicago, IL: Chicago O'Hare International",2156,2535,2,150,2875,5768,48,14604
PDX,"Portland, OR: Portland International",316,206,1,14,41,759,6,2887
PHL,"Philadelphia, PA: Philadelphia International",283,588,2,50,270,1182,14,4993
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1025,1111,9,69,246,2899,19,11020
SAN,"San Diego, CA: San Diego International",562,432,4,35,109,1402,9,4217
SEA,"Seattle, WA: Seattle/Tacoma International",451,600,5,37,85,1497,8,5221
SFO,"San Francisco, CA: San Francisco International",748,1422,1,70,318,2639,43,7454
SLC,"Salt Lake City, UT: Salt Lake City International",571,495,3,51,182,1552,37,7548
TPA,"Tampa, FL: Tampa International",351,283,1,37,120,993,2,4278
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3026,3022,10,119,408,7637,52,25758
BOS,"Boston, MA: Logan International",643,920,1,42,153,2139,16,7193
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",642,305,6,33,40,1351,11,7519
CLT,"Charlotte, NC: Charlotte Douglas International",559,850,5,24,101,1905,14,9131
DCA,"Washington, DC: Ronald Reagan Washington National",364,474,1,27,122,1228,15,5387
DEN,"Denver, CO: Denver International",1471,919,6,57,227,3229,22,17084
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1197,749,3,78,205,2769,16,19412
DTW,"Detroit, MI: Detroit Metro Wayne County",495,359,1,30,118,1244,11,5932
EWR,"Newark, NJ: Newark Liberty International",594,1376,3,36,176,2423,37,6770
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",443,452,2,33,15,1357,31,4978
IAD,"Washington, DC: Washington Dulles International",451,296,0,15,114,1058,8,5784
IAH,"Houston, TX: George Bush Intercontinental/Houston",1022,768,6,39,136,2347,75,12362
JFK,"New York, NY: John F. Kennedy International",489,682,2,24,88,1606,30,6440
LAS,"Las Vegas, NV: McCarran International",1071,739,9,31,82,2512,13,10144
LAX,"Los Angeles, CA: Los Angeles International",1376,1490,9,39,232,3813,34,13237
LGA,"New York, NY: LaGuardia",429,979,0,52,250,1822,26,6533
MCO,"Orlando, FL: Orlando International",821,732,6,49,47,2222,15,9263
MDW,"Chicago, IL: Chicago Midway International",604,215,6,17,29,1132,12,6151
MIA,"Miami, FL: Miami International",461,484,3,26,285,1336,21,5254
MSP,"Minneapolis, MN: Minneapolis-St Paul International",583,582,1,29,102,1643,18,6331
ORD,"Chicago, IL: Chicago O'Hare International",1788,2215,4,80,596,4951,28,21712
PDX,"Portland, OR: Portland International",384,243,3,7,26,896,3,3385
PHL,"Philadelphia, PA: Philadelphia International",402,524,4,37,58,1291,12,6170
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1149,812,6,29,126,2719,9,13906
SAN,"San Diego, CA: San Diego International",573,460,2,36,80,1488,27,4937
SEA,"Seattle, WA: Seattle/Tacoma International",541,536,4,19,50,1572,12,6226
SFO,"San Francisco, CA: San Francisco International",1105,2426,4,61,313,4092,30,7533
SLC,"Salt Lake City, UT: Salt Lake City International",752,490,4,20,135,1702,6,8974
TPA,"Tampa, FL: Tampa International",427,420,5,26,19,1268,23,5275
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2895,2356,4,149,623,6694,98,25134
